2011-01-17;38231;2;17;1;2011
2011-01-18;35690;3;18;1;2011
2011-01-19;35766;4;19;1;2011
2011-01-20;32928;5;20;1;2011
2011-01-21;29577;6;21;1;2011
2011-01-22;22;7;22;1;2011
2011-01-23;24;1;23;1;2011
2011-01-24;32755;2;24;1;2011
2011-01-25;33963;3;25;1;2011
2011-01-26;33277;4;26;1;2011
2011-01-27;34918;5;27;1;2011
2011-01-28;32726;6;28;1;2011
2011-01-29;68;7;29;1;2011
2011-01-30;3;1;30;1;2011
2011-01-31;33337;2;31;1;2011
2011-02-01;37602;3;1;2;2011
2011-02-02;32764;4;2;2;2011
2011-02-03;33713;5;3;2;2011
2011-02-04;30643;6;4;2;2011
2011-02-05;27;7;5;2;2011
2011-02-06;NULL;1;6;2;2011
2011-02-07;36151;2;7;2;2011
2011-02-08;39169;3;8;2;2011
2011-02-09;42367;4;9;2;2011
2011-02-10;37815;5;10;2;2011
2011-02-11;36437;6;11;2;2011
2011-02-12;22;7;12;2;2011
2011-02-13;NULL;1;13;2;2011
2011-02-14;46266;2;14;2;2011
2011-02-15;34221;3;15;2;2011
2011-02-16;36932;4;16;2;2011
2011-02-17;36484;5;17;2;2011
2011-02-18;32607;6;18;2;2011
2011-02-19;21;7;19;2;2011
2011-02-20;3;1;20;2;2011
2011-02-21;36382;2;21;2;2011
2011-02-22;39671;3;22;2;2011
2011-02-23;36876;4;23;2;2011
2011-02-24;35711;5;24;2;2011
2011-02-25;32281;6;25;2;2011
2011-02-26;23;7;26;2;2011
2011-02-27;NULL;1;27;2;2011
2011-02-28;28751;2;28;2;2011
2011-03-01;34771;3;1;3;2011
2011-03-02;39794;4;2;3;2011
2011-03-03;37351;5;3;3;2011
2011-03-04;35276;6;4;3;2011
2011-03-05;40;7;5;3;2011
2011-03-06;NULL;1;6;3;2011
2011-03-07;34292;2;7;3;2011
2011-03-08;32212;3;8;3;2011
2011-03-09;38515;4;9;3;2011
2011-03-10;33592;5;10;3;2011
2011-03-11;33707;6;11;3;2011
2011-03-12;12;7;12;3;2011
2011-03-13;1;1;13;3;2011
2011-03-14;35547;2;14;3;2011
2011-03-15;35586;3;15;3;2011
2011-03-16;33386;4;16;3;2011
2011-03-17;34112;5;17;3;2011
2011-03-18;30635;6;18;3;2011
2011-03-19;4;7;19;3;2011
2011-03-20;2;1;20;3;2011
2011-03-21;34439;2;21;3;2011
2011-03-22;43409;3;22;3;2011
2011-03-23;37342;4;23;3;2011
2011-03-24;36166;5;24;3;2011
2011-03-25;33036;6;25;3;2011
2011-03-26;26;7;26;3;2011
2011-03-27;NULL;1;27;3;2011
2011-03-28;34585;2;28;3;2011
2011-03-29;39996;3;29;3;2011
2011-03-30;37354;4;30;3;2011
2011-03-31;42258;5;31;3;2011
2011-04-01;34357;6;1;4;2011
2011-04-02;83;7;2;4;2011
2011-04-03;NULL;1;3;4;2011
2011-04-04;38433;2;4;4;2011
2011-04-05;38254;3;5;4;2011
